1,378,3.5,881251728
2,27,3.5,879024535
2,229,3.5,879023390
2,470,3.5,879023529
2,891,3.5,889817888
3,53,3.5,878887765
3,162,3.5,878887680
3,325,3.5,878886682
3,460,3.5,878887553
3,732,3.5,878887476
4,9,3.5,880608112
4,84,3.5,880604550
4,162,3.5,880605665
4,217,3.5,880602440
4,297,3.5,880607269
4,368,3.5,880606118
4,466,3.5,880603881
4,574,3.5,880608133
4,690,3.5,880608992
4,835,3.5,880608820
4,1139,3.5,880602593
6,23,3.5,884182838
6,101,3.5,884182966
6,239,3.5,884182148
6,360,3.5,884183063
6,545,3.5,884183406
6,1050,3.5,884182868
7,162,3.5,881171273
7,341,3.5,881170663
7,536,3.5,881172183
8,48,3.5,891628670
8,190,3.5,891628060
8,340,3.5,891628883
8,609,3.5,891627664
9,13,3.5,886323378
9,83,3.5,886324792
9,148,3.5,886324580
9,222,3.5,886323153
9,285,3.5,886324486
9,350,3.5,886324521
9,474,3.5,886323506
9,572,3.5,886323806
9,768,3.5,886324097
9,1109,3.5,886324462
10,50,3.5,883599176
10,100,3.5,883601155
10,157,3.5,883600747
10,241,3.5,883602422
10,323,3.5,883600004
10,433,3.5,883599400
10,568,3.5,883602462
10,736,3.5,883601155
10,970,3.5,883599134
11,32,3.5,879373543
11,98,3.5,879373175
11,154,3.5,879372304
11,211,3.5,879375606
11,298,3.5,879373613
11,357,3.5,879375169
11,461,3.5,879373568
11,568,3.5,879375323
11,696,3.5,879372182
11,961,3.5,879371909
12,26,3.5,876521835
12,89,3.5,877533381
12,154,3.5,875807004
12,206,3.5,877535446
12,278,3.5,877533101
12,345,3.5,889652989
12,405,3.5,879780879
12,513,3.5,879781450
12,607,3.5,889651672
12,746,3.5,875806918
12,862,3.5,876521586
12,1000,3.5,884069544
12,1390,3.5,889651445
13,54,3.5,884126833
13,123,3.5,884129962
13,179,3.5,884127798
13,250,3.5,884129602
13,348,3.5,884128933
13,451,3.5,884130391
13,567,3.5,884128022
13,739,3.5,884130484
13,920,3.5,884129782
14,32,3.5,887736429
14,157,3.5,887736352
14,274,3.5,887736393
14,405,3.5,887731435
14,613,3.5,887736175
14,1017,3.5,887737338
15,96,3.5,888081976
15,269,3.5,888082099
15,473,3.5,888104188
15,668,3.5,888104313
15,871,3.5,888103999
15,1357,3.5,888104522
16,43,3.5,879485447
16,77,3.5,879468581
16,107,3.5,879484004
16,151,3.5,879466830
16,183,3.5,879467574
16,222,3.5,879466421
16,257,3.5,879466866
16,310,3.5,879468179
16,351,3.5,879544791
16,384,3.5,879484194
16,438,3.5,879485475
16,492,3.5,879466018
16,530,3.5,879483480
16,587,3.5,879484644
16,647,3.5,879466771
16,706,3.5,879485685
16,779,3.5,879485111
16,862,3.5,879468149
16,974,3.5,879484846
16,1087,3.5,879544021
16,1229,3.5,879543831
17,165,3.5,879270769
17,572,3.5,879270327
18,6,3.5,879521396
18,51,3.5,879524007
18,89,3.5,879546305
18,146,3.5,879523104
18,212,3.5,879524892
18,257,3.5,879520916
18,340,3.5,879520306
18,401,3.5,879547130
18,461,3.5,879522085
18,541,3.5,879549899
18,633,3.5,879525876
18,754,3.5,879521167
18,896,3.5,879552401
18,1113,3.5,879527865
19,58,3.5,874868210
19,114,3.5,874867740
19,184,3.5,875086330
19,248,3.5,874871736
19,324,3.5,874868327
19,390,3.5,874871766
19,465,3.5,875087125
19,533,3.5,874834914
19,645,3.5,874805892
19,765,3.5,875086699
19,894,3.5,874834165
19,1087,3.5,874867824
19,1259,3.5,875086728
20,26,3.5,891227851
20,61,3.5,891033738
20,99,3.5,891033772
20,138,3.5,892078485
20,186,3.5,892078890
20,232,3.5,892334079
20,276,3.5,892079040
20,318,3.5,892079288
20,362,3.5,892078936
20,429,3.5,892334481
20,477,3.5,892335108
20,529,3.5,892335108
20,570,3.5,892078983
20,624,3.5,892079336
20,688,3.5,892334141
20,744,3.5,892335707
20,857,3.5,892333798
20,924,3.5,892336077
20,1023,3.5,892334107
20,1163,3.5,892335261
20,1379,3.5,892334481
21,21,3.5,886176814
21,91,3.5,874781198
21,159,3.5,874774719
21,271,3.5,874775136
21,404,3.5,874775311
21,532,3.5,874775406
21,752,3.5,886176485
21,1092,3.5,874781068
22,120,3.5,892738384
22,481,3.5,892738385
22,1270,3.5,892738385
23,47,3.5,889502640
23,90,3.5,877877535
23,175,3.5,877880961
23,246,3.5,877618647
23,308,3.5,889503233
23,364,3.5,889503564
23,472,3.5,877880474
23,558,3.5,878192601
23,674,3.5,889501514
23,808,3.5,880198334
23,966,3.5,877881229
23,1265,3.5,877877600
24,34,3.5,887740568
24,72,3.5,887736696
24,111,3.5,887737719
24,167,3.5,887737789
24,208,3.5,887739056
24,251,3.5,887738717
24,296,3.5,887737484
24,350,3.5,887738057
24,402,3.5,887738226
24,461,3.5,887738717
24,505,3.5,887738346
24,558,3.5,887740033
24,614,3.5,887738057
24,704,3.5,887737432
24,784,3.5,887740833
24,906,3.5,887740131
24,1037,3.5,887740700
24,1600,3.5,887738346
25,54,3.5,879198354
25,97,3.5,879198353
25,148,3.5,888955909
25,213,3.5,880572388
25,279,3.5,879194663
25,327,3.5,888954513
25,386,3.5,880572249
25,472,3.5,879197603
25,572,3.5,880570852
25,710,3.5,888954039
25,876,3.5,880572448
25,1178,3.5,880571117
26,96,3.5,892428584
26,233,3.5,892429801
26,435,3.5,892433135
26,720,3.5,892428216
26,1273,3.5,892429460
27,47,3.5,888802038
27,105,3.5,883748222
27,176,3.5,888800994
27,270,3.5,888781860
27,357,3.5,889362833
27,446,3.5,892993545
27,582,3.5,888803537
27,797,3.5,883748488
27,1006,3.5,888803148
28,46,3.5,875747556
28,199,3.5,875747731
28,433,3.5,875747439
28,978,3.5,875747731
29,88,3.5,876767440
29,181,3.5,876767023
29,334,3.5,876942699
29,502,3.5,876768828
29,862,3.5,876768949
30,874,3.5,877052400
31,54,3.5,882077836
31,102,3.5,882075827
31,158,3.5,882074363
31,208,3.5,882075774
31,254,3.5,882077222
31,320,3.5,882075994
31,374,3.5,882077222
31,465,3.5,882075082
31,539,3.5,882075803
31,686,3.5,882078267
31,885,3.5,882076890
31,1114,3.5,882079334
33,11,3.5,880731518
33,92,3.5,880473777
33,175,3.5,880473845
33,270,3.5,880473557
33,404,3.5,880475266
